Latitude (decimal degrees):	50.947
Longitude (decimal degrees):	4.827
Elevation (m):	23
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050119:0910,124.72,154.58,10.5,3.42,4.28,0.0
20050119:1010,168.54,202.48,15.38,4.28,4.69,0.0
20050119:1110,256.52,297.78,18.16,4.74,5.66,0.0
20050119:1210,577.48,657.24,18.57,5.32,6.21,0.0
20050119:1310,354.39,406.59,16.57,5.81,5.93,0.0
20050119:1410,308.64,357.53,12.36,5.82,5.31,0.0
20050119:1510,346.89,408.55,6.32,5.34,3.93,0.0
20050119:1610,0.0,0.0,0.0,4.66,3.45,0.0
20050119:1710,0.0,0.0,0.0,4.02,3.31,0.0
20050119:1810,0.0,0.0,0.0,3.87,3.52,0.0
20050119:1910,0.0,0.0,0.0,3.87,3.93,0.0
20050119:2010,0.0,0.0,0.0,4.02,4.34,0.0
20050119:2110,0.0,0.0,0.0,4.34,4.76,0.0
20050119:2210,0.0,0.0,0.0,5.19,5.38,0.0
20050119:2310,0.0,0.0,0.0,5.76,6.07,0.0
20050120:0010,0.0,0.0,0.0,6.34,6.97,0.0
20050120:0110,0.0,0.0,0.0,6.99,6.69,0.0
20050120:0210,0.0,0.0,0.0,8.1,6.14,0.0
20050120:0310,0.0,0.0,0.0,9.34,6.28,0.0
20050120:0410,0.0,0.0,0.0,9.75,6.69,0.0
20050120:0510,0.0,0.0,0.0,9.7,6.62,0.0
20050120:0610,0.0,0.0,0.0,9.48,6.48,0.0
20050120:0710,0.0,0.0,0.0,9.32,6.34,0.0
20050120:0810,0.0,0.0,0.0,9.05,6.21,0.0
20050120:0910,15.96,31.52,10.67,8.94,6.34,0.0
20050120:1010,22.95,40.79,15.56,9.17,6.48,0.0
20050120:1110,22.87,40.79,18.36,9.84,6.55,0.0
20050120:1210,29.35,49.14,18.79,10.34,7.79,0.0
20050120:1310,42.1,64.9,16.8,10.6,8.41,0.0
20050120:1410,49.71,73.99,12.59,10.67,8.28,0.0
20050120:1510,8.05,20.4,6.54,10.71,8.41,0.0
20050120:1610,0.0,0.0,0.0,10.74,8.62,0.0
20050120:1710,0.0,0.0,0.0,10.76,9.03,0.0
20050120:1810,0.0,0.0,0.0,10.83,9.1,0.0
20050120:1910,0.0,0.0,0.0,10.43,8.97,0.0
20050120:2010,0.0,0.0,0.0,10.49,9.1,0.0
20050120:2110,0.0,0.0,0.0,10.57,9.72,0.0
20050120:2210,0.0,0.0,0.0,10.59,9.66,0.0
20050120:2310,0.0,0.0,0.0,10.37,9.17,0.0
20050121:0010,0.0,0.0,0.0,9.63,9.1,0.0
20050121:0110,0.0,0.0,0.0,8.64,8.14,0.0
20050121:0210,0.0,0.0,0.0,7.84,7.66,0.0
20050121:0310,0.0,0.0,0.0,7.17,7.52,0.0
20050121:0410,0.0,0.0,0.0,6.42,7.38,0.0
20050121:0510,0.0,0.0,0.0,5.7,6.83,0.0
20050121:0610,0.0,0.0,0.0,5.2,6.21,0.0
20050121:0710,0.0,0.0,0.0,4.68,6.07,0.0
20050121:0810,0.0,0.0,0.0,4.58,5.93,0.0
20050121:0910,41.05,62.07,10.84,4.94,5.86,0.0
20050121:1010,18.35,34.3,15.76,5.54,5.24,0.0
20050121:1110,47.75,70.46,18.57,6.07,7.45,0.0
20050121:1210,37.55,58.41,19.01,6.43,7.86,0.0
20050121:1310,55.62,79.73,17.03,6.35,7.59,0.0
20050121:1410,46.17,68.61,12.82,6.08,7.03,0.0
20050121:1510,213.2,255.48,6.76,5.78,6.55,0.0
20050121:1610,0.0,0.0,0.0,5.32,5.52,0.0
20050121:1710,0.0,0.0,0.0,4.77,4.9,0.0
20050121:1810,0.0,0.0,0.0,4.37,4.69,0.0
20050121:1910,0.0,0.0,0.0,4.23,4.41,0.0
20050121:2010,0.0,0.0,0.0,4.29,4.41,0.0
20050121:2110,0.0,0.0,0.0,4.21,4.28,0.0
20050121:2210,0.0,0.0,0.0,3.87,4.14,0.0
20050121:2310,0.0,0.0,0.0,3.54,4.0,0.0
20050122:0010,0.0,0.0,0.0,3.16,3.93,0.0
20050122:0110,0.0,0.0,0.0,2.87,3.93,0.0
20050122:0210,0.0,0.0,0.0,2.62,3.79,0.0
20050122:0310,0.0,0.0,0.0,2.46,3.66,0.0
20050122:0410,0.0,0.0,0.0,2.19,3.52,0.0
20050122:0510,0.0,0.0,0.0,1.91,3.31,0.0
20050122:0610,0.0,0.0,0.0,1.75,3.17,0.0
20050122:0710,0.0,0.0,0.0,1.4,3.24,0.0
20050122:0810,0.0,0.0,0.0,1.62,3.1,0.0
20050122:0910,148.76,180.54,11.02,2.66,2.83,0.0
20050122:1010,465.1,533.49,15.95,3.89,2.76,0.0
20050122:1110,562.5,650.8,18.79,5.32,3.24,0.0
20050122:1210,572.53,665.12,19.24,6.01,3.38,0.0
20050122:1310,513.58,594.81,17.26,6.3,3.66,0.0
20050122:1410,314.5,366.55,13.05,5.94,3.38,0.0
20050122:1510,182.96,223.18,6.99,5.51,2.76,0.0
20050122:1610,0.0,0.0,0.0,4.6,2.41,0.0
20050122:1710,0.0,0.0,0.0,3.76,2.07,0.0
20050122:1810,0.0,0.0,0.0,3.02,1.93,0.0
20050122:1910,0.0,0.0,0.0,2.26,1.86,0.0
20050122:2010,0.0,0.0,0.0,2.06,1.72,0.0
20050122:2110,0.0,0.0,0.0,1.5,1.86,0.0
20050122:2210,0.0,0.0,0.0,1.37,1.72,0.0
20050122:2310,0.0,0.0,0.0,1.07,1.66,0.0
20050123:0010,0.0,0.0,0.0,0.99,1.59,0.0
20050123:0110,0.0,0.0,0.0,0.72,1.72,0.0
20050123:0210,0.0,0.0,0.0,0.2,2.07,0.0
20050123:0310,0.0,0.0,0.0,-0.18,2.28,0.0
20050123:0410,0.0,0.0,0.0,-0.64,2.41,0.0
20050123:0510,0.0,0.0,0.0,-1.09,2.48,0.0
20050123:0610,0.0,0.0,0.0,-1.52,2.34,0.0
20050123:0710,0.0,0.0,0.0,-1.31,2.14,0.0
20050123:0810,0.0,0.0,0.0,-1.59,1.93,0.0
20050123:0910,181.56,213.86,11.2,-0.63,1.59,0.0
20050123:1010,511.74,584.78,16.16,1.39,2.0,0.0
20050123:1110,607.87,703.24,19.01,3.01,2.41,0.0
20050123:1210,661.34,770.91,19.48,4.14,2.83,0.0
20050123:1310,568.35,653.81,17.5,4.51,3.79,0.0
20050123:1410,140.36,172.97,13.29,4.71,4.34,0.0
20050123:1510,256.77,303.61,7.23,4.23,3.72,0.0
20050123:1610,0.0,0.0,0.0,3.64,3.86,0.0
20050123:1710,0.0,0.0,0.0,2.86,4.34,0.0
20050123:1810,0.0,0.0,0.0,2.39,4.83,0.0
20050123:1910,0.0,0.0,0.0,2.49,5.1,0.0
20050123:2010,0.0,0.0,0.0,2.25,4.76,0.0
20050123:2110,0.0,0.0,0.0,1.42,4.83,0.0
20050123:2210,0.0,0.0,0.0,0.87,4.62,0.0
20050123:2310,0.0,0.0,0.0,0.67,4.34,0.0
20050124:0010,0.0,0.0,0.0,0.52,4.9,0.0
20050124:0110,0.0,0.0,0.0,0.3,4.76,0.0
20050124:0210,0.0,0.0,0.0,0.13,4.41,0.0
20050124:0310,0.0,0.0,0.0,-0.07,4.07,0.0
20050124:0410,0.0,0.0,0.0,-0.33,3.66,0.0
20050124:0510,0.0,0.0,0.0,-0.81,3.24,0.0
20050124:0610,0.0,0.0,0.0,-1.07,3.31,0.0
20050124:0710,0.0,0.0,0.0,-1.33,3.45,0.0
20050124:0810,0.0,1.85,4.72,-1.2,3.45,0.0
20050124:0910,56.93,78.9,11.39,-0.36,3.45,0.0
20050124:1010,95.64,122.08,16.37,0.61,3.66,0.0
20050124:1110,236.4,272.98,19.24,1.47,4.69,0.0
20050124:1210,501.62,564.06,19.72,2.16,5.31,0.0
20050124:1310,96.66,124.26,17.75,2.48,5.52,0.0
20050124:1410,533.26,603.12,13.54,2.54,5.38,0.0
20050124:1510,17.95,33.38,7.47,2.21,4.28,0.0
20050124:1610,0.0,0.0,0.0,1.27,3.66,0.0
20050124:1710,0.0,0.0,0.0,0.33,3.52,0.0
20050124:1810,0.0,0.0,0.0,-0.31,3.52,0.0
20050124:1910,0.0,0.0,0.0,-1.13,3.31,0.0
20050124:2010,0.0,0.0,0.0,-1.5,3.17,0.0
20050124:2110,0.0,0.0,0.0,-1.98,2.9,0.0
20050124:2210,0.0,0.0,0.0,-2.47,2.55,0.0
20050124:2310,0.0,0.0,0.0,-2.79,2.41,0.0
20050125:0010,0.0,0.0,0.0,-3.0,2.34,0.0
20050125:0110,0.0,0.0,0.0,-2.99,2.41,0.0
20050125:0210,0.0,0.0,0.0,-2.91,2.48,0.0
20050125:0310,0.0,0.0,0.0,-2.74,2.62,0.0
20050125:0410,0.0,0.0,0.0,-2.39,2.69,0.0
20050125:0510,0.0,0.0,0.0,-2.38,2.76,0.0
20050125:0610,0.0,0.0,0.0,-2.24,2.83,0.0
20050125:0710,0.0,0.0,0.0,-2.32,3.24,0.0
20050125:0810,0.0,1.85,4.9,-2.45,3.03,0.0
20050125:0910,41.11,60.73,11.59,-1.74,2.9,0.0
20050125:1010,139.02,167.48,16.59,-0.76,4.28,0.0
20050125:1110,60.55,83.44,19.48,-0.04,4.48,0.0
20050125:1210,37.07,56.55,19.97,0.3,4.41,0.0
20050125:1310,62.86,86.22,18.0,0.48,4.34,0.0
20050125:1410,44.98,65.82,13.79,0.45,4.41,0.0
20050125:1510,3.75,12.98,7.71,0.27,4.14,0.0
20050125:1610,0.0,1.75,0.21,-0.45,3.52,0.0
20050125:1710,0.0,0.0,0.0,-1.29,3.17,0.0
20050125:1810,0.0,0.0,0.0,-1.95,3.03,0.0
20050125:1910,0.0,0.0,0.0,-2.32,3.52,0.0
20050125:2010,0.0,0.0,0.0,-2.46,3.31,0.0
20050125:2110,0.0,0.0,0.0,-2.76,3.17,0.0
20050125:2210,0.0,0.0,0.0,-2.65,3.52,0.0
20050125:2310,0.0,0.0,0.0,-2.47,3.86,0.0
20050126:0010,0.0,0.0,0.0,-2.52,3.86,0.0
20050126:0110,0.0,0.0,0.0,-2.97,3.72,0.0
20050126:0210,0.0,0.0,0.0,-3.58,4.0,0.0
20050126:0310,0.0,0.0,0.0,-3.74,4.14,0.0
20050126:0410,0.0,0.0,0.0,-3.71,4.07,0.0
20050126:0510,0.0,0.0,0.0,-3.74,4.14,0.0
20050126:0610,0.0,0.0,0.0,-3.86,4.14,0.0
20050126:0710,0.0,0.0,0.0,-3.05,4.0,0.0
20050126:0810,0.0,2.78,5.08,-2.81,4.28,0.0
20050126:0910,36.54,55.32,11.79,-2.09,5.93,0.0
20050126:1010,22.73,38.94,16.81,-1.45,6.14,0.0
20050126:1110,31.79,50.06,19.72,-0.72,5.72,0.0
20050126:1210,73.01,97.35,20.22,0.05,5.52,0.0
20050126:1310,114.32,142.32,18.26,0.52,5.45,0.0
20050126:1410,43.37,63.97,14.04,0.64,5.38,0.0
20050126:1510,7.29,18.54,7.95,0.26,4.76,0.0
20050126:1610,0.0,2.62,0.45,-0.48,3.79,0.0
20050126:1710,0.0,0.0,0.0,-1.39,3.38,0.0
20050126:1810,0.0,0.0,0.0,-1.69,3.17,0.0
20050126:1910,0.0,0.0,0.0,-1.46,2.83,0.0
20050126:2010,0.0,0.0,0.0,-1.94,2.28,0.0
20050126:2110,0.0,0.0,0.0,-2.45,2.0,0.0
20050126:2210,0.0,0.0,0.0,-2.84,1.86,0.0
20050126:2310,0.0,0.0,0.0,-3.24,1.59,0.0
20050127:0010,0.0,0.0,0.0,-3.5,1.45,0.0
20050127:0110,0.0,0.0,0.0,-3.8,1.17,0.0
20050127:0210,0.0,0.0,0.0,-3.5,0.97,0.0
20050127:0310,0.0,0.0,0.0,-3.55,0.9,0.0
20050127:0410,0.0,0.0,0.0,-3.51,0.9,0.0
20050127:0510,0.0,0.0,0.0,-3.7,0.97,0.0
20050127:0610,0.0,0.0,0.0,-3.82,1.1,0.0
20050127:0710,0.0,0.0,0.0,-4.41,1.45,0.0
20050127:0810,0.0,2.78,5.27,-4.13,1.38,0.0
20050127:0910,15.44,29.67,12.0,-1.91,1.17,0.0
20050127:1010,136.52,165.92,17.04,-0.66,1.31,0.0
20050127:1110,79.47,104.74,19.96,-0.19,1.59,0.0
20050127:1210,204.81,240.01,20.48,0.24,2.14,0.0
20050127:1310,20.24,36.16,18.52,0.72,2.62,0.0
20050127:1410,11.11,24.1,14.3,1.15,2.9,0.0
20050127:1510,18.76,34.3,8.2,1.12,2.83,0.0
20050127:1610,0.0,2.62,0.69,0.76,2.69,0.0
20050127:1710,0.0,0.0,0.0,0.36,2.55,0.0
20050127:1810,0.0,0.0,0.0,0.37,2.21,0.0
20050127:1910,0.0,0.0,0.0,0.52,1.66,0.0
20050127:2010,0.0,0.0,0.0,0.61,1.31,0.0
20050127:2110,0.0,0.0,0.0,0.62,0.9,0.0
20050127:2210,0.0,0.0,0.0,0.57,0.55,0.0
20050127:2310,0.0,0.0,0.0,0.3,0.69,0.0
20050128:0010,0.0,0.0,0.0,0.01,0.97,0.0
20050128:0110,0.0,0.0,0.0,0.21,0.9,0.0
20050128:0210,0.0,0.0,0.0,0.03,0.97,0.0
20050128:0310,0.0,0.0,0.0,0.1,0.62,0.0
20050128:0410,0.0,0.0,0.0,-0.2,0.62,0.0
20050128:0510,0.0,0.0,0.0,-0.55,0.76,0.0
20050128:0610,0.0,0.0,0.0,-0.6,0.97,0.0
20050128:0710,0.0,0.0,0.0,0.12,1.93,0.0
20050128:0810,0.0,2.78,5.47,0.21,2.0,0.0
20050128:0910,17.37,32.45,12.22,0.56,2.28,0.0
20050128:1010,40.79,61.19,17.28,1.17,2.28,0.0
20050128:1110,86.35,113.04,20.22,1.7,2.28,0.0
20050128:1210,59.78,83.44,20.74,2.15,2.21,0.0
20050128:1310,70.97,96.42,18.78,2.72,1.79,0.0
20050128:1410,185.11,221.8,14.56,2.88,1.24,0.0
20050128:1510,48.14,70.34,8.46,3.08,0.83,0.0
20050128:1610,0.0,2.62,0.93,2.74,0.76,0.0
20050128:1710,0.0,0.0,0.0,1.83,1.38,0.0
20050128:1810,0.0,0.0,0.0,1.28,1.59,0.0
20050128:1910,0.0,0.0,0.0,0.6,0.69,0.0
20050128:2010,0.0,0.0,0.0,0.53,1.31,0.0
20050128:2110,0.0,0.0,0.0,0.67,1.72,0.0
20050128:2210,0.0,0.0,0.0,0.88,2.07,0.0
20050128:2310,0.0,0.0,0.0,0.81,2.48,0.0
20050129:0010,0.0,0.0,0.0,0.9,2.55,0.0
20050129:0110,0.0,0.0,0.0,0.72,2.55,0.0
20050129:0210,0.0,0.0,0.0,0.38,2.21,0.0
20050129:0310,0.0,0.0,0.0,0.24,2.14,0.0
20050129:0410,0.0,0.0,0.0,0.15,2.07,0.0
20050129:0510,0.0,0.0,0.0,0.03,2.0,0.0
20050129:0610,0.0,0.0,0.0,-0.46,2.0,0.0
20050129:0710,0.0,0.0,0.0,-0.91,2.07,0.0
20050129:0810,0.0,2.78,5.67,-1.54,1.86,0.0
20050129:0910,319.44,363.24,12.44,-1.04,1.66,0.0
20050129:1010,509.38,582.62,17.52,-0.15,1.24,0.0
20050129:1110,581.22,675.06,20.48,0.7,1.03,0.0
20050129:1210,665.07,785.73,21.01,1.39,0.97,0.0
20050129:1310,646.28,762.45,19.05,1.76,1.03,0.0
20050129:1410,575.81,675.77,14.82,1.87,0.97,0.0
20050129:1510,76.29,102.01,8.71,1.77,1.1,0.0
20050129:1610,0.0,3.5,1.18,1.18,1.38,0.0
20050129:1710,0.0,0.0,0.0,0.09,1.38,0.0
20050129:1810,0.0,0.0,0.0,-0.79,1.24,0.0
20050129:1910,0.0,0.0,0.0,-0.37,1.24,0.0
20050129:2010,0.0,0.0,0.0,-0.05,1.52,0.0
20050129:2110,0.0,0.0,0.0,0.42,1.72,0.0
20050129:2210,0.0,0.0,0.0,0.55,2.14,0.0
20050129:2310,0.0,0.0,0.0,0.64,2.55,0.0
20050130:0010,0.0,0.0,0.0,0.69,2.9,0.0
20050130:0110,0.0,0.0,0.0,0.81,2.83,0.0
20050130:0210,0.0,0.0,0.0,0.92,2.76,0.0
20050130:0310,0.0,0.0,0.0,1.22,2.55,0.0
20050130:0410,0.0,0.0,0.0,1.62,2.21,0.0
20050130:0510,0.0,0.0,0.0,2.01,2.0,0.0
20050130:0610,0.0,0.0,0.0,2.43,1.86,0.0
20050130:0710,0.0,0.0,0.0,3.39,2.07,0.0
20050130:0810,0.0,3.71,5.87,3.79,2.07,0.0
20050130:0910,23.49,40.79,12.66,4.29,2.0,0.0
20050130:1010,55.76,79.73,17.76,5.07,2.34,0.0
20050130:1110,110.31,141.62,20.74,5.96,2.9,0.0
20050130:1210,35.19,55.63,21.28,6.28,2.83,0.0
20050130:1310,76.21,103.81,19.33,6.8,2.9,0.0
20050130:1410,58.73,83.7,15.09,6.89,2.41,0.0
20050130:1510,7.62,19.47,8.97,6.61,2.0,0.0
20050130:1610,0.0,3.5,1.43,6.26,2.21,0.0
20050130:1710,0.0,0.0,0.0,5.8,2.28,0.0
20050130:1810,0.0,0.0,0.0,5.43,2.21,0.0
20050130:1910,0.0,0.0,0.0,5.14,2.55,0.0
20050130:2010,0.0,0.0,0.0,5.03,2.55,0.0
20050130:2110,0.0,0.0,0.0,4.92,2.55,0.0
20050130:2210,0.0,0.0,0.0,4.83,2.62,0.0
20050130:2310,0.0,0.0,0.0,4.78,2.76,0.0
20050131:0010,0.0,0.0,0.0,4.74,2.9,0.0
20050131:0110,0.0,0.0,0.0,4.66,2.9,0.0
20050131:0210,0.0,0.0,0.0,4.54,2.9,0.0
20050131:0310,0.0,0.0,0.0,4.33,2.83,0.0
20050131:0410,0.0,0.0,0.0,4.19,2.76,0.0
20050131:0510,0.0,0.0,0.0,3.95,2.69,0.0
20050131:0610,0.0,0.0,0.0,3.63,2.76,0.0
20050131:0710,0.0,0.0,0.0,3.99,2.48,0.0
20050131:0810,0.0,3.71,6.09,4.22,2.69,0.0
20050131:0910,43.96,65.67,12.9,4.88,3.17,0.0
20050131:1010,39.97,61.19,18.02,5.51,3.93,0.0
20050131:1110,84.75,112.99,21.01,5.92,4.41,0.0
20050131:1210,280.7,327.59,21.56,6.37,5.1,0.0
20050131:1310,377.56,434.54,19.61,6.33,5.38,0.0
20050131:1410,11.46,25.03,15.37,6.19,5.1,0.0
20050131:1510,13.47,27.81,9.24,6.06,5.24,0.0
20050131:1610,0.0,3.71,1.68,6.01,5.31,0.0
20050131:1710,0.0,0.0,0.0,6.0,5.24,0.0
20050131:1810,0.0,0.0,0.0,6.31,5.24,0.0
20050131:1910,0.0,0.0,0.0,6.57,5.24,0.0
20050131:2010,0.0,0.0,0.0,7.03,5.45,0.0
20050131:2110,0.0,0.0,0.0,7.33,5.59,0.0
20050131:2210,0.0,0.0,0.0,7.35,5.45,0.0
20050131:2310,0.0,0.0,0.0,7.1,5.03,0.0
20050201:0010,0.0,0.0,0.0,6.62,4.76,0.0
20050201:0110,0.0,0.0,0.0,5.83,4.55,0.0
20050201:0210,0.0,0.0,0.0,5.07,4.28,0.0
20050201:0310,0.0,0.0,0.0,4.38,4.28,0.0
20050201:0410,0.0,0.0,0.0,3.99,4.34,0.0
20050201:0510,0.0,0.0,0.0,3.95,4.34,0.0
20050201:0610,0.0,0.0,0.0,3.79,4.14,0.0
20050201:0710,0.0,0.0,0.0,3.34,4.0,0.0
20050201:0810,13.21,27.33,6.31,3.13,3.86,0.0
20050201:0910,63.48,87.64,13.14,3.68,4.28,0.0
20050201:1010,33.28,52.85,18.28,4.35,5.1,0.0
20050201:1110,111.85,142.33,21.28,4.85,5.45,0.0
20050201:1210,39.99,61.19,21.84,5.61,5.72,0.0
20050201:1310,162.01,197.68,19.89,5.9,5.24,0.0
20050201:1410,126.1,158.39,15.64,5.92,4.83,0.0
20050201:1510,10.19,23.18,9.5,5.68,4.14,0.0
20050201:1610,8.31,20.4,1.93,5.2,3.72,0.0
20050201:1710,0.0,0.0,0.0,4.29,3.52,0.0
20050201:1810,0.0,0.0,0.0,3.89,3.45,0.0
20050201:1910,0.0,0.0,0.0,3.24,3.17,0.0
20050201:2010,0.0,0.0,0.0,2.78,3.03,0.0
20050201:2110,0.0,0.0,0.0,2.78,2.9,0.0
20050201:2210,0.0,0.0,0.0,2.87,2.76,0.0
20050201:2310,0.0,0.0,0.0,3.28,2.62,0.0
20050202:0010,0.0,0.0,0.0,3.43,2.48,0.0
20050202:0110,0.0,0.0,0.0,3.87,2.41,0.0
20050202:0210,0.0,0.0,0.0,4.2,2.41,0.0
20050202:0310,0.0,0.0,0.0,4.64,2.76,0.0
20050202:0410,0.0,0.0,0.0,5.17,3.45,0.0
20050202:0510,0.0,0.0,0.0,5.63,4.28,0.0
20050202:0610,0.0,0.0,0.0,5.56,4.41,0.0
20050202:0710,0.0,0.0,0.0,5.22,4.34,0.0
20050202:0810,3.63,12.98,6.53,5.07,4.14,0.0
20050202:0910,33.1,52.85,13.38,5.26,3.93,0.0
20050202:1010,27.78,46.36,18.54,5.63,4.0,0.0
20050202:1110,158.05,193.61,21.56,6.03,4.76,0.0
20050202:1210,132.47,166.03,22.13,6.5,5.72,0.0
20050202:1310,68.32,94.56,20.18,6.67,5.79,0.0
20050202:1410,42.1,63.97,15.92,6.55,4.41,0.0
20050202:1510,15.46,30.59,9.77,6.59,4.28,0.0
20050202:1610,11.48,25.03,2.19,5.87,3.66,0.0
20050202:1710,0.0,0.0,0.0,5.31,3.45,0.0
20050202:1810,0.0,0.0,0.0,4.75,3.31,0.0
20050202:1910,0.0,0.0,0.0,5.34,4.0,0.0
20050202:2010,0.0,0.0,0.0,5.05,3.72,0.0
20050202:2110,0.0,0.0,0.0,4.88,3.72,0.0
20050202:2210,0.0,0.0,0.0,4.89,3.72,0.0
20050202:2310,0.0,0.0,0.0,4.64,3.31,0.0
20050203:0010,0.0,0.0,0.0,4.65,3.17,0.0
20050203:0110,0.0,0.0,0.0,4.62,3.17,0.0
20050203:0210,0.0,0.0,0.0,4.56,3.1,0.0
20050203:0310,0.0,0.0,0.0,4.54,3.1,0.0
20050203:0410,0.0,0.0,0.0,4.41,3.1,0.0
20050203:0510,0.0,0.0,0.0,4.15,3.03,0.0
20050203:0610,0.0,0.0,0.0,4.2,3.1,0.0
20050203:0710,0.0,0.0,0.0,4.51,2.9,0.0
20050203:0810,26.69,45.15,6.76,4.43,2.69,0.0
20050203:0910,91.27,119.39,13.63,5.06,2.9,0.0
20050203:1010,299.07,347.43,18.81,5.83,3.93,0.0
20050203:1110,26.92,45.43,21.85,6.41,3.59,0.0
20050203:1210,38.93,60.26,22.43,6.82,3.45,0.0
20050203:1310,32.04,51.92,20.47,7.09,3.31,0.0
20050203:1410,130.83,164.97,16.21,7.19,2.9,0.0
20050203:1510,172.82,213.11,10.04,6.91,1.52,0.0
20050203:1610,7.01,18.54,2.45,6.67,1.24,0.0
20050203:1710,0.0,0.0,0.0,6.1,1.31,0.0
20050203:1810,0.0,0.0,0.0,5.72,1.24,0.0
20050203:1910,0.0,0.0,0.0,5.28,1.1,0.0
20050203:2010,0.0,0.0,0.0,5.21,0.9,0.0
20050203:2110,0.0,0.0,0.0,5.12,0.76,0.0
20050203:2210,0.0,0.0,0.0,5.01,0.83,0.0
20050203:2310,0.0,0.0,0.0,4.9,0.97,0.0
20050204:0010,0.0,0.0,0.0,4.87,0.97,0.0
20050204:0110,0.0,0.0,0.0,4.82,1.03,0.0
20050204:0210,0.0,0.0,0.0,4.67,1.1,0.0
20050204:0310,0.0,0.0,0.0,4.58,0.97,0.0
20050204:0410,0.0,0.0,0.0,4.34,0.9,0.0
20050204:0510,0.0,0.0,0.0,4.26,0.83,0.0
20050204:0610,0.0,0.0,0.0,4.11,0.83,0.0
20050204:0710,0.0,0.0,0.0,4.51,0.41,0.0
20050204:0810,4.74,14.83,7.0,4.61,0.28,0.0
20050204:0910,29.28,48.21,13.89,4.97,0.28,0.0
20050204:1010,14.84,29.67,19.09,5.43,0.69,0.0
20050204:1110,26.17,44.5,22.14,6.21,1.31,0.0
20050204:1210,24.68,42.65,22.72,6.43,1.66,0.0
20050204:1310,27.61,46.36,20.77,6.54,1.72,0.0
20050204:1410,88.94,118.3,16.49,6.72,1.72,0.0
20050204:1510,363.18,432.21,10.32,6.72,1.72,0.0
20050204:1610,168.55,223.04,2.71,6.37,1.38,0.0
20050204:1710,0.0,0.0,0.0,5.64,1.59,0.0
20050204:1810,0.0,0.0,0.0,4.99,1.72,0.0
20050204:1910,0.0,0.0,0.0,4.39,1.86,0.0
20050204:2010,0.0,0.0,0.0,3.13,2.21,0.0
20050204:2110,0.0,0.0,0.0,2.07,2.48,0.0
20050204:2210,0.0,0.0,0.0,1.33,2.62,0.0
20050204:2310,0.0,0.0,0.0,0.77,2.69,0.0
20050205:0010,0.0,0.0,0.0,0.46,2.69,0.0
20050205:0110,0.0,0.0,0.0,0.01,2.76,0.0
20050205:0210,0.0,0.0,0.0,-0.28,2.83,0.0
20050205:0310,0.0,0.0,0.0,-0.5,2.83,0.0
20050205:0410,0.0,0.0,0.0,-0.7,2.76,0.0
20050205:0510,0.0,0.0,0.0,-0.97,2.76,0.0
20050205:0610,0.0,0.0,0.0,-1.17,2.76,0.0
20050205:0710,0.0,0.0,0.0,-1.2,2.9,0.0
20050205:0810,46.38,67.73,7.24,-0.86,2.97,0.0
20050205:0910,297.96,339.96,14.15,0.61,2.97,0.0
20050205:1010,538.04,610.66,19.37,2.28,3.66,0.0
20050205:1110,558.27,638.54,22.44,3.77,3.93,0.0
20050205:1210,634.01,730.7,23.03,4.89,4.41,0.0
20050205:1310,459.93,527.49,21.07,5.11,4.34,0.0
20050205:1410,51.87,75.1,16.78,5.07,4.28,0.0
20050205:1510,59.62,83.9,10.6,4.75,4.07,0.0
20050205:1610,15.0,30.26,2.97,4.48,3.31,0.0
20050205:1710,0.0,0.0,0.0,4.21,3.03,0.0
20050205:1810,0.0,0.0,0.0,3.89,3.1,0.0
20050205:1910,0.0,0.0,0.0,3.61,3.24,0.0
20050205:2010,0.0,0.0,0.0,3.66,3.31,0.0
20050205:2110,0.0,0.0,0.0,3.69,3.17,0.0
20050205:2210,0.0,0.0,0.0,3.61,2.97,0.0
20050205:2310,0.0,0.0,0.0,3.54,3.03,0.0
20050206:0010,0.0,0.0,0.0,3.34,3.17,0.0
20050206:0110,0.0,0.0,0.0,3.18,3.31,0.0
20050206:0210,0.0,0.0,0.0,2.84,3.24,0.0
20050206:0310,0.0,0.0,0.0,2.11,3.1,0.0
20050206:0410,0.0,0.0,0.0,2.02,2.97,0.0
20050206:0510,0.0,0.0,0.0,1.6,2.9,0.0
20050206:0610,0.0,0.0,0.0,1.7,2.69,0.0
20050206:0710,0.0,0.0,0.0,1.19,2.62,0.0
20050206:0810,13.82,27.91,7.49,1.52,2.48,0.0
20050206:0910,65.43,89.77,14.42,2.77,2.28,0.0
20050206:1010,67.96,93.44,19.65,4.35,2.55,0.0
20050206:1110,618.69,727.88,22.74,5.73,2.34,0.0
20050206:1210,653.17,780.56,23.33,6.93,2.0,0.0
20050206:1310,630.38,758.26,21.37,7.93,1.72,0.0
20050206:1410,529.89,632.99,17.08,8.26,1.66,0.0
20050206:1510,395.34,473.27,10.87,8.03,1.72,0.0
20050206:1610,209.64,272.56,3.24,7.04,2.21,0.0
20050206:1710,0.0,0.0,0.0,5.65,2.69,0.0
20050206:1810,0.0,0.0,0.0,4.48,2.76,0.0
20050206:1910,0.0,0.0,0.0,3.65,2.48,0.0
